Id,Label,Degree,modularity_class,componentnumber,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks
50449,50449,3,8,1,0,0,0,0,0,0,0,0
51989,51989,12,143,1,6,8,0.229747,0.244644,478.500945,0.000001,0.000001,0.000565
61262,61262,12,8,1,5,8,0.233339,0.24857,386.008318,0.000001,0.000001,0.00045
62435,62435,7,8,1,0,0,0,0,0,0,0,0
67118,67118,7,21,1,0,0,0,0,0,0,0,0
969,969,3,8,1,0,0,0,0,0,0,0,0
58196,58196,1,18,1,0,0,0,0,0,0,0,0
40135,40135,2,17,1,0,0,0,0,0,0,0,0
10045,10045,9,21,1,0,0,0,0,0,0,0,0
23138,23138,2,21,1,0,0,0,0,0,0,0,0
32481,32481,3,21,1,0,0,0,0,0,0,0,0
36083,36083,1,21,1,0,0,0,0,0,0,0,0
41928,41928,5,16,1,0,0,0,0,0,0,0,0
45536,45536,3,21,1,0,0,0,0,0,0,0,0
56010,56010,3,21,1,0,0,0,0,0,0,0,0
68288,68288,10,17,1,4,8,0.240095,0.255207,288.303768,0.000001,0.000001,0.000357
25570,25570,1,16,1,0,0,0,0,0,0,0,0
39935,39935,7,16,1,0,0,0,0,0,0,0,0
21518,21518,26,29,1,12,8,0.241526,0.258659,3969.991297,0.000008,0.000008,0.001012
5554,5554,7,29,1,0,0,0,0,0,0,0,0
19173,19173,5,29,1,0,0,0,0,0,0,0,0
21326,21326,15,29,1,7,8,0.218591,0.233497,234.956751,0,0,0.000608
31502,31502,8,29,1,0,0,0,0,0,0,0,0
31583,31583,13,29,1,6,9,0.212371,0.225515,371.731737,0,0,0.000561
32109,32109,15,8,1,4,8,0.228489,0.242845,802.333171,0,0,0.000392
34481,34481,1,29,1,0,0,0,0,0,0,0,0
36193,36193,3,156,1,0,0,0,0,0,0,0,0
36322,36322,20,156,1,12,8,0.256791,0.278144,6368.609873,0.000009,0.000009,0.001002
48634,48634,14,29,1,6,8,0.216853,0.23086,122.697848,0,0,0.000539
48868,48868,9,51,1,0,0,0,0,0,0,0,0
48886,48886,6,51,1,0,0,0,0,0,0,0,0
49165,49165,8,29,1,0,0,0,0,0,0,0,0
49971,49971,2,18,1,0,0,0,0,0,0,0,0
51901,51901,6,29,1,0,0,0,0,0,0,0,0
53788,53788,1,29,1,0,0,0,0,0,0,0,0
54042,54042,17,2,1,8,8,0.238119,0.256572,1218.026893,0.000001,0.000001,0.000666
54375,54375,8,12,1,0,0,0,0,0,0,0,0
58529,58529,12,156,1,5,8,0.234458,0.249614,575.516782,0.000001,0.000001,0.000463
58994,58994,4,143,1,0,0,0,0,0,0,0,0
65627,65627,6,29,1,0,0,0,0,0,0,0,0
66382,66382,11,29,1,5,9,0.207796,0.219899,0,0,0,0.000471
739,739,5,9,1,0,0,0,0,0,0,0,0
15011,15011,3,8,1,0,0,0,0,0,0,0,0
16587,16587,3,8,1,0,0,0,0,0,0,0,0
21539,21539,4,8,1,0,0,0,0,0,0,0,0
23972,23972,2,8,1,0,0,0,0,0,0,0,0
28259,28259,3,8,1,0,0,0,0,0,0,0,0
34566,34566,4,8,1,0,0,0,0,0,0,0,0
58965,58965,14,2,1,6,8,0.227499,0.240981,592.948269,0.000001,0.000001,0.000557
61182,61182,1,8,1,0,0,0,0,0,0,0,0
68329,68329,4,9,1,0,0,0,0,0,0,0,0
62500,62500,5,51,1,0,0,0,0,0,0,0,0
41767,41767,2,10,1,0,0,0,0,0,0,0,0
42815,42815,3,12,1,0,0,0,0,0,0,0,0
47244,47244,8,12,1,0,0,0,0,0,0,0,0
24443,24443,10,25,1,5,7,0.222153,0.23449,1289.043898,0,0,0.000534
26563,26563,10,54,1,2,9,0.211926,0.222981,300.358336,0,0,0.000272
42935,42935,6,54,1,0,0,0,0,0,0,0,0
43907,43907,2,54,1,0,0,0,0,0,0,0,0
13462,13462,1,23,1,0,0,0,0,0,0,0,0
31025,31025,1,9,1,0,0,0,0,0,0,0,0
674,674,4,16,1,0,0,0,0,0,0,0,0
28371,28371,4,32,1,0,0,0,0,0,0,0,0
28461,28461,8,32,1,0,0,0,0,0,0,0,0
30909,30909,2,32,1,0,0,0,0,0,0,0,0
31907,31907,15,32,1,7,8,0.246823,0.265309,1177.749936,0.000001,0.000001,0.000606
34620,34620,3,20,1,0,0,0,0,0,0,0,0
40359,40359,10,32,1,5,8,0.229896,0.243522,215.429351,0.000001,0.000001,0.000451
41973,41973,9,32,1,0,0,0,0,0,0,0,0
43562,43562,3,32,1,0,0,0,0,0,0,0,0
44540,44540,2,32,1,0,0,0,0,0,0,0,0
55962,55962,2,32,1,0,0,0,0,0,0,0,0
55965,55965,1,32,1,0,0,0,0,0,0,0,0
65123,65123,2,32,1,0,0,0,0,0,0,0,0
66417,66417,1,32,1,0,0,0,0,0,0,0,0
68498,68498,15,32,1,10,8,0.261094,0.283232,2707.752629,0.000002,0.000002,0.000766
3176,3176,2,4,1,0,0,0,0,0,0,0,0
8511,8511,2,4,1,0,0,0,0,0,0,0,0
16206,16206,4,54,1,0,0,0,0,0,0,0,0
53320,53320,2,4,1,0,0,0,0,0,0,0,0
18665,18665,6,143,1,0,0,0,0,0,0,0,0
34675,34675,3,143,1,0,0,0,0,0,0,0,0
51388,51388,13,143,1,6,9,0.214167,0.227653,371.84057,0,0,0.000607
6047,6047,1,27,1,0,0,0,0,0,0,0,0
20045,20045,4,27,1,0,0,0,0,0,0,0,0
24409,24409,1,27,1,0,0,0,0,0,0,0,0
32863,32863,1,27,1,0,0,0,0,0,0,0,0
40381,40381,2,27,1,0,0,0,0,0,0,0,0
9703,9703,5,33,1,0,0,0,0,0,0,0,0
10512,10512,4,18,1,0,0,0,0,0,0,0,0
15518,15518,5,33,1,0,0,0,0,0,0,0,0
21937,21937,7,33,1,0,0,0,0,0,0,0,0
35910,35910,22,33,1,7,7,0.249253,0.264872,2923.069452,0.000002,0.000002,0.000652
64917,64917,4,18,1,0,0,0,0,0,0,0,0
65369,65369,1,6,1,0,0,0,0,0,0,0,0
68176,68176,5,33,1,0,0,0,0,0,0,0,0
59278,59278,1,20,1,0,0,0,0,0,0,0,0
11227,11227,1,14,1,0,0,0,0,0,0,0,0
36235,36235,6,7,1,0,0,0,0,0,0,0,0
21171,21171,3,7,1,0,0,0,0,0,0,0,0
27484,27484,3,7,1,0,0,0,0,0,0,0,0
45648,45648,8,7,1,0,0,0,0,0,0,0,0
58148,58148,3,7,1,0,0,0,0,0,0,0,0
66499,66499,4,7,1,0,0,0,0,0,0,0,0
51215,51215,4,7,1,0,0,0,0,0,0,0,0
63904,63904,4,7,1,0,0,0,0,0,0,0,0
4878,4878,2,5,1,0,0,0,0,0,0,0,0
21575,21575,5,3,1,0,0,0,0,0,0,0,0
40949,40949,2,5,1,0,0,0,0,0,0,0,0
44787,44787,3,5,1,0,0,0,0,0,0,0,0
45461,45461,3,5,1,0,0,0,0,0,0,0,0
50644,50644,4,5,1,0,0,0,0,0,0,0,0
51859,51859,4,5,1,0,0,0,0,0,0,0,0
59885,59885,3,5,1,0,0,0,0,0,0,0,0
68571,68571,4,5,1,0,0,0,0,0,0,0,0
5501,5501,3,5,1,0,0,0,0,0,0,0,0
5659,5659,5,5,1,0,0,0,0,0,0,0,0
26943,26943,9,5,1,0,0,0,0,0,0,0,0
31468,31468,4,5,1,0,0,0,0,0,0,0,0
31872,31872,8,5,1,0,0,0,0,0,0,0,0
59819,59819,6,5,1,0,0,0,0,0,0,0,0
50415,50415,4,5,1,0,0,0,0,0,0,0,0
30766,30766,19,5,1,10,8,0.248685,0.267515,9972.445397,0.000009,0.000009,0.000757
30767,30767,2,5,1,0,0,0,0,0,0,0,0
21093,21093,7,33,1,0,0,0,0,0,0,0,0
28043,28043,1,5,1,0,0,0,0,0,0,0,0
3200,3200,7,143,1,0,0,0,0,0,0,0,0
17182,17182,7,3,1,0,0,0,0,0,0,0,0
24178,24178,10,21,1,7,8,0.242975,0.259874,723.962549,0.000001,0.000001,0.000503
30584,30584,2,5,1,0,0,0,0,0,0,0,0
35107,35107,8,19,1,0,0,0,0,0,0,0,0
56667,56667,5,143,1,0,0,0,0,0,0,0,0
61648,61648,10,3,1,6,8,0.232193,0.246168,652.720006,0.000008,0.000008,0.000541
64951,64951,1,5,1,0,0,0,0,0,0,0,0
1202,1202,2,6,1,0,0,0,0,0,0,0,0
6860,6860,2,6,1,0,0,0,0,0,0,0,0
20793,20793,15,14,1,6,8,0.220735,0.234876,1006.594176,0.000035,0.000035,0.000592
23205,23205,3,6,1,0,0,0,0,0,0,0,0
25095,25095,3,6,1,0,0,0,0,0,0,0,0
33810,33810,7,6,1,0,0,0,0,0,0,0,0
50657,50657,2,6,1,0,0,0,0,0,0,0,0
52769,52769,1,6,1,0,0,0,0,0,0,0,0
63396,63396,9,14,1,0,0,0,0,0,0,0,0
63519,63519,5,6,1,0,0,0,0,0,0,0,0
55806,55806,2,29,1,0,0,0,0,0,0,0,0
65022,65022,7,29,1,0,0,0,0,0,0,0,0
18540,18540,2,2,1,0,0,0,0,0,0,0,0
34670,34670,1,29,1,0,0,0,0,0,0,0,0
49177,49177,2,29,1,0,0,0,0,0,0,0,0
68004,68004,1,29,1,0,0,0,0,0,0,0,0
23610,23610,1,2,1,0,0,0,0,0,0,0,0
43136,43136,18,2,1,3,8,0.203706,0.212511,487.612329,0.000007,0.000007,0.000406
3011,3011,3,2,1,0,0,0,0,0,0,0,0
15388,15388,13,2,1,4,9,0.217019,0.229423,591.651636,0.000001,0.000001,0.000428
17486,17486,3,2,1,0,0,0,0,0,0,0,0
28115,28115,1,2,1,0,0,0,0,0,0,0,0
35642,35642,3,2,1,0,0,0,0,0,0,0,0
39483,39483,2,2,1,0,0,0,0,0,0,0,0
42323,42323,4,2,1,0,0,0,0,0,0,0,0
45656,45656,2,2,1,0,0,0,0,0,0,0,0
46343,46343,2,4,1,0,0,0,0,0,0,0,0
49566,49566,4,2,1,0,0,0,0,0,0,0,0
58987,58987,10,2,1,2,8,0.190874,0.198609,137.23827,0,0,0.000299
61593,61593,3,2,1,0,0,0,0,0,0,0,0
64226,64226,2,2,1,0,0,0,0,0,0,0,0
806,806,1,27,1,0,0,0,0,0,0,0,0
4141,4141,3,4,1,0,0,0,0,0,0,0,0
4543,4543,2,27,1,0,0,0,0,0,0,0,0
7590,7590,10,54,1,3,9,0.20397,0.213915,148.449121,0,0,0.000401
20343,20343,1,27,1,0,0,0,0,0,0,0,0
32662,32662,2,27,1,0,0,0,0,0,0,0,0
37500,37500,3,25,1,0,0,0,0,0,0,0,0
39336,39336,1,27,1,0,0,0,0,0,0,0,0
42914,42914,2,27,1,0,0,0,0,0,0,0,0
44275,44275,4,27,1,0,0,0,0,0,0,0,0
49548,49548,1,27,1,0,0,0,0,0,0,0,0
51115,51115,1,27,1,0,0,0,0,0,0,0,0
54241,54241,9,29,1,0,0,0,0,0,0,0,0
15482,15482,6,28,1,0,0,0,0,0,0,0,0
21996,21996,4,20,1,0,0,0,0,0,0,0,0
33284,33284,5,28,1,0,0,0,0,0,0,0,0
4554,4554,5,156,1,0,0,0,0,0,0,0,0
8193,8193,6,156,1,0,0,0,0,0,0,0,0
12641,12641,7,156,1,0,0,0,0,0,0,0,0
14031,14031,5,156,1,0,0,0,0,0,0,0,0
16558,16558,6,156,1,0,0,0,0,0,0,0,0
27174,27174,8,156,1,0,0,0,0,0,0,0,0
40330,40330,4,156,1,0,0,0,0,0,0,0,0
54086,54086,6,156,1,0,0,0,0,0,0,0,0
61758,61758,5,156,1,0,0,0,0,0,0,0,0
65422,65422,22,156,1,4,9,0.206856,0.218229,4.438382,0,0,0.000434
66154,66154,5,156,1,0,0,0,0,0,0,0,0
13700,13700,6,8,1,0,0,0,0,0,0,0,0
2108,2108,3,8,1,0,0,0,0,0,0,0,0
9517,9517,1,8,1,0,0,0,0,0,0,0,0
17150,17150,6,8,1,0,0,0,0,0,0,0,0
66170,66170,1,8,1,0,0,0,0,0,0,0,0
21807,21807,5,29,1,0,0,0,0,0,0,0,0
7736,7736,10,54,1,5,8,0.24601,0.263063,320.239521,0.000001,0.000001,0.000431
48735,48735,3,6,1,0,0,0,0,0,0,0,0
67577,67577,6,6,1,0,0,0,0,0,0,0,0
30254,30254,21,29,1,2,10,0.179267,0.187069,0,0,0,0.000292
499,499,4,1,1,0,0,0,0,0,0,0,0
11216,11216,3,1,1,0,0,0,0,0,0,0,0
28967,28967,1,6,1,0,0,0,0,0,0,0,0
63549,63549,1,6,1,0,0,0,0,0,0,0,0
67862,67862,1,6,1,0,0,0,0,0,0,0,0
42326,42326,1,18,1,0,0,0,0,0,0,0,0
4303,4303,9,20,1,0,0,0,0,0,0,0,0
17495,17495,6,20,1,0,0,0,0,0,0,0,0
23799,23799,2,20,1,0,0,0,0,0,0,0,0
30648,30648,4,20,1,0,0,0,0,0,0,0,0
62285,62285,6,20,1,0,0,0,0,0,0,0,0
62669,62669,4,20,1,0,0,0,0,0,0,0,0
2124,2124,3,20,1,0,0,0,0,0,0,0,0
45142,45142,4,20,1,0,0,0,0,0,0,0,0
8077,8077,4,23,1,0,0,0,0,0,0,0,0
19736,19736,3,23,1,0,0,0,0,0,0,0,0
38891,38891,16,23,1,8,7,0.247815,0.263129,1822.04312,0.000003,0.000003,0.000669
25709,25709,9,2,1,0,0,0,0,0,0,0,0
45226,45226,15,1,1,2,9,0.209361,0.21921,3316.264216,0,0,0.000368
67092,67092,5,21,1,0,0,0,0,0,0,0,0
17034,17034,1,4,1,0,0,0,0,0,0,0,0
2459,2459,6,2,1,0,0,0,0,0,0,0,0
33856,33856,8,2,1,0,0,0,0,0,0,0,0
41696,41696,9,2,1,0,0,0,0,0,0,0,0
57084,57084,4,2,1,0,0,0,0,0,0,0,0
62644,62644,6,32,1,0,0,0,0,0,0,0,0
63412,63412,7,2,1,0,0,0,0,0,0,0,0
7250,7250,9,6,1,0,0,0,0,0,0,0,0
31037,31037,5,6,1,0,0,0,0,0,0,0,0
49817,49817,11,32,1,4,7,0.222886,0.235649,208.563825,0.000001,0.000001,0.000371
62493,62493,14,143,1,4,9,0.217118,0.229993,1674.118294,0.000008,0.000008,0.000478
28121,28121,2,6,1,0,0,0,0,0,0,0,0
64068,64068,5,10,1,0,0,0,0,0,0,0,0
3753,3753,2,6,1,0,0,0,0,0,0,0,0
6223,6223,1,6,1,0,0,0,0,0,0,0,0
13247,13247,2,6,1,0,0,0,0,0,0,0,0
54710,54710,6,8,1,0,0,0,0,0,0,0,0
55739,55739,1,6,1,0,0,0,0,0,0,0,0
62636,62636,14,8,1,4,8,0.21802,0.230311,207.187593,0,0,0.000402
67497,67497,2,6,1,0,0,0,0,0,0,0,0
22722,22722,4,4,1,0,0,0,0,0,0,0,0
740,740,1,20,1,0,0,0,0,0,0,0,0
44541,44541,1,20,1,0,0,0,0,0,0,0,0
62379,62379,1,20,1,0,0,0,0,0,0,0,0
1186,1186,1,24,4,0,0,0,0,0,0,0,0
20865,20865,1,24,4,0,0,0,0,0,0,0,0
50090,50090,6,22,1,0,0,0,0,0,0,0,0
51891,51891,1,22,1,0,0,0,0,0,0,0,0
68636,68636,4,22,1,0,0,0,0,0,0,0,0
1141,1141,6,23,1,0,0,0,0,0,0,0,0
7815,7815,4,23,1,0,0,0,0,0,0,0,0
11096,11096,2,23,1,0,0,0,0,0,0,0,0
44851,44851,3,23,1,0,0,0,0,0,0,0,0
53875,53875,2,23,1,0,0,0,0,0,0,0,0
63994,63994,2,23,1,0,0,0,0,0,0,0,0
3266,3266,6,25,1,0,0,0,0,0,0,0,0
43558,43558,3,25,1,0,0,0,0,0,0,0,0
61637,61637,3,25,1,0,0,0,0,0,0,0,0
63382,63382,3,25,1,0,0,0,0,0,0,0,0
64702,64702,5,25,1,0,0,0,0,0,0,0,0
14125,14125,4,25,1,0,0,0,0,0,0,0,0
24418,24418,7,25,1,0,0,0,0,0,0,0,0
28159,28159,6,25,1,0,0,0,0,0,0,0,0
31160,31160,1,25,1,0,0,0,0,0,0,0,0
63508,63508,2,4,1,0,0,0,0,0,0,0,0
652,652,5,5,1,0,0,0,0,0,0,0,0
43356,43356,6,5,1,0,0,0,0,0,0,0,0
62316,62316,3,5,1,0,0,0,0,0,0,0,0
67289,67289,6,5,1,0,0,0,0,0,0,0,0
55936,55936,2,8,1,0,0,0,0,0,0,0,0
59998,59998,4,8,1,0,0,0,0,0,0,0,0
14831,14831,6,8,1,0,0,0,0,0,0,0,0
28282,28282,4,20,1,0,0,0,0,0,0,0,0
28286,28286,3,8,1,0,0,0,0,0,0,0,0
31922,31922,3,8,1,0,0,0,0,0,0,0,0
42500,42500,1,8,1,0,0,0,0,0,0,0,0
44065,44065,3,20,1,0,0,0,0,0,0,0,0
61509,61509,15,9,1,6,8,0.235901,0.252754,560.809225,0.000001,0.000001,0.000511
369,369,6,26,1,0,0,0,0,0,0,0,0
223,223,2,26,1,0,0,0,0,0,0,0,0
5569,5569,2,26,1,0,0,0,0,0,0,0,0
8397,8397,10,10,1,2,9,0.19072,0.19975,0,0,0,0.000237
27263,27263,1,26,1,0,0,0,0,0,0,0,0
43588,43588,3,26,1,0,0,0,0,0,0,0,0
47907,47907,9,29,1,0,0,0,0,0,0,0,0
11192,11192,3,25,1,0,0,0,0,0,0,0,0
17177,17177,2,7,1,0,0,0,0,0,0,0,0
34198,34198,2,7,1,0,0,0,0,0,0,0,0
46346,46346,2,10,1,0,0,0,0,0,0,0,0
2070,2070,3,32,1,0,0,0,0,0,0,0,0
13221,13221,7,3,1,0,0,0,0,0,0,0,0
32548,32548,1,3,1,0,0,0,0,0,0,0,0
4284,4284,7,3,1,0,0,0,0,0,0,0,0
45123,45123,3,3,1,0,0,0,0,0,0,0,0
58231,58231,13,3,1,8,9,0.220769,0.235286,7886.675497,0.000001,0.000001,0.000795
65562,65562,11,19,1,3,9,0.205537,0.216696,1425.771484,0,0,0.000414
2735,2735,1,14,1,0,0,0,0,0,0,0,0
57681,57681,2,14,1,0,0,0,0,0,0,0,0
4984,4984,2,28,1,0,0,0,0,0,0,0,0
38111,38111,3,28,1,0,0,0,0,0,0,0,0
39410,39410,1,28,1,0,0,0,0,0,0,0,0
41074,41074,10,28,1,8,7,0.250752,0.2696,1167.461075,0.000002,0.000002,0.000618
64866,64866,2,28,1,0,0,0,0,0,0,0,0
9768,9768,17,33,1,5,8,0.227462,0.242185,1110.76388,0,0,0.000481
43736,43736,2,33,1,0,0,0,0,0,0,0,0
3925,3925,5,33,1,0,0,0,0,0,0,0,0
4389,4389,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
4983,4983,19,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
6397,6397,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
6977,6977,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
7182,7182,3,156,1,0,0,0,0,0,0,0,0
12459,12459,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
14906,14906,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
22502,22502,23,33,1,20,8,0.218288,0.23915,834.001824,0,0,0.000875
28651,28651,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
28971,28971,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
33431,33431,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
37390,37390,6,33,1,0,0,0,0,0,0,0,0
44805,44805,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
45526,45526,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
48666,48666,17,4,1,11,7,0.247297,0.269577,1962.605977,0.000001,0.000001,0.00074
53444,53444,19,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
56583,56583,19,33,1,19,8,0.211705,0.231226,182.044032,0,0,0.000816
57273,57273,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
60445,60445,19,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
66171,66171,18,33,1,18,8,0.210824,0.229357,0,0,0,0.000751
29763,29763,1,4,1,0,0,0,0,0,0,0,0
31959,31959,3,18,1,0,0,0,0,0,0,0,0
42186,42186,12,1,1,5,8,0.233454,0.24742,975.683054,0.000002,0.000002,0.000462
25714,25714,3,10,1,0,0,0,0,0,0,0,0
60927,60927,3,10,1,0,0,0,0,0,0,0,0
22031,22031,6,10,1,0,0,0,0,0,0,0,0
22237,22237,4,10,1,0,0,0,0,0,0,0,0
23829,23829,3,10,1,0,0,0,0,0,0,0,0
26641,26641,4,8,1,0,0,0,0,0,0,0,0
43720,43720,2,10,1,0,0,0,0,0,0,0,0
52700,52700,6,10,1,0,0,0,0,0,0,0,0
59684,59684,1,10,1,0,0,0,0,0,0,0,0
67377,67377,9,10,1,0,0,0,0,0,0,0,0
68161,68161,8,10,1,0,0,0,0,0,0,0,0
31851,31851,8,9,1,0,0,0,0,0,0,0,0
37239,37239,1,10,1,0,0,0,0,0,0,0,0
10667,10667,2,18,1,0,0,0,0,0,0,0,0
17081,17081,5,26,1,0,0,0,0,0,0,0,0
25992,25992,8,26,1,0,0,0,0,0,0,0,0
33091,33091,2,26,1,0,0,0,0,0,0,0,0
773,773,4,26,1,0,0,0,0,0,0,0,0
6392,6392,9,5,1,0,0,0,0,0,0,0,0
20125,20125,9,26,1,0,0,0,0,0,0,0,0
27892,27892,1,26,1,0,0,0,0,0,0,0,0
43484,43484,4,20,1,0,0,0,0,0,0,0,0
49018,49018,4,26,1,0,0,0,0,0,0,0,0
51074,51074,5,10,1,0,0,0,0,0,0,0,0
56089,56089,11,20,1,4,9,0.198266,0.208685,377.444617,0,0,0.000554
57050,57050,8,26,1,0,0,0,0,0,0,0,0
67263,67263,5,5,1,0,0,0,0,0,0,0,0
17801,17801,5,1,1,0,0,0,0,0,0,0,0
20284,20284,3,1,1,0,0,0,0,0,0,0,0
21776,21776,6,1,1,0,0,0,0,0,0,0,0
54790,54790,2,1,1,0,0,0,0,0,0,0,0
9837,9837,2,4,1,0,0,0,0,0,0,0,0
48576,48576,4,4,1,0,0,0,0,0,0,0,0
7926,7926,1,18,1,0,0,0,0,0,0,0,0
44104,44104,5,18,1,0,0,0,0,0,0,0,0
59651,59651,15,18,1,6,9,0.21524,0.228516,5224.168863,0.000001,0.000001,0.000823
63381,63381,1,18,1,0,0,0,0,0,0,0,0
58166,58166,2,18,1,0,0,0,0,0,0,0,0
29596,29596,2,21,1,0,0,0,0,0,0,0,0
32484,32484,2,21,1,0,0,0,0,0,0,0,0
32729,32729,1,21,1,0,0,0,0,0,0,0,0
33721,33721,3,21,1,0,0,0,0,0,0,0,0
59263,59263,2,21,1,0,0,0,0,0,0,0,0
22504,22504,4,21,1,0,0,0,0,0,0,0,0
33544,33544,4,21,1,0,0,0,0,0,0,0,0
28152,28152,5,27,1,0,0,0,0,0,0,0,0
3046,3046,4,27,1,0,0,0,0,0,0,0,0
27096,27096,3,20,1,0,0,0,0,0,0,0,0
54079,54079,4,27,1,0,0,0,0,0,0,0,0
67713,67713,3,27,1,0,0,0,0,0,0,0,0
32815,32815,2,27,1,0,0,0,0,0,0,0,0
41419,41419,3,143,1,0,0,0,0,0,0,0,0
24333,24333,6,4,1,0,0,0,0,0,0,0,0
24863,24863,4,4,1,0,0,0,0,0,0,0,0
53926,53926,1,6,1,0,0,0,0,0,0,0,0
38107,38107,8,12,1,0,0,0,0,0,0,0,0
7408,7408,7,12,1,0,0,0,0,0,0,0,0
8863,8863,8,12,1,0,0,0,0,0,0,0,0
18119,18119,7,12,1,0,0,0,0,0,0,0,0
45942,45942,13,12,1,5,8,0.233608,0.2486,1006.711668,0.000001,0.000001,0.000493
58210,58210,10,12,1,3,8,0.204088,0.213883,53.096556,0.000001,0.000001,0.000359
3969,3969,2,12,1,0,0,0,0,0,0,0,0
43105,43105,2,3,1,0,0,0,0,0,0,0,0
43920,43920,1,12,1,0,0,0,0,0,0,0,0
35651,35651,7,12,1,0,0,0,0,0,0,0,0
14407,14407,1,4,1,0,0,0,0,0,0,0,0
15631,15631,13,3,1,5,8,0.232269,0.246614,308.172748,0.000001,0.000001,0.000442
19047,19047,3,143,1,0,0,0,0,0,0,0,0
22062,22062,5,4,1,0,0,0,0,0,0,0,0
23955,23955,3,143,1,0,0,0,0,0,0,0,0
27912,27912,1,4,1,0,0,0,0,0,0,0,0
44860,44860,9,12,1,0,0,0,0,0,0,0,0
49173,49173,2,4,1,0,0,0,0,0,0,0,0
57947,57947,10,4,1,6,8,0.253577,0.270823,670.691627,0.00001,0.00001,0.000477
64740,64740,12,143,1,2,8,0.222991,0.235151,27.00529,0.000001,0.000001,0.000234
20163,20163,5,3,1,0,0,0,0,0,0,0,0
20834,20834,5,82,1,0,0,0,0,0,0,0,0
22065,22065,4,3,1,0,0,0,0,0,0,0,0
26415,26415,8,82,1,0,0,0,0,0,0,0,0
56765,56765,9,3,1,0,0,0,0,0,0,0,0
65248,65248,7,82,1,0,0,0,0,0,0,0,0
3504,3504,6,3,1,0,0,0,0,0,0,0,0
8621,8621,9,19,1,0,0,0,0,0,0,0,0
11616,11616,5,21,1,0,0,0,0,0,0,0,0
15402,15402,7,266,1,0,0,0,0,0,0,0,0
34932,34932,2,21,1,0,0,0,0,0,0,0,0
40430,40430,5,51,1,0,0,0,0,0,0,0,0
41012,41012,3,19,1,0,0,0,0,0,0,0,0
42892,42892,2,21,1,0,0,0,0,0,0,0,0
42913,42913,9,21,1,0,0,0,0,0,0,0,0
51719,51719,4,21,1,0,0,0,0,0,0,0,0
2511,2511,8,29,1,0,0,0,0,0,0,0,0
58028,58028,8,3,1,0,0,0,0,0,0,0,0
3228,3228,5,5,1,0,0,0,0,0,0,0,0
24060,24060,1,27,1,0,0,0,0,0,0,0,0
24886,24886,2,27,1,0,0,0,0,0,0,0,0
26509,26509,6,5,1,0,0,0,0,0,0,0,0
32309,32309,3,18,1,0,0,0,0,0,0,0,0
46269,46269,3,29,1,0,0,0,0,0,0,0,0
57022,57022,4,27,1,0,0,0,0,0,0,0,0
65322,65322,5,27,1,0,0,0,0,0,0,0,0
51405,51405,4,18,1,0,0,0,0,0,0,0,0
38682,38682,19,12,1,6,7,0.250619,0.267083,1646.79482,0.000008,0.000008,0.000523
46950,46950,14,12,1,4,8,0.230008,0.241841,381.188764,0.000001,0.000001,0.000412
8404,8404,5,9,1,0,0,0,0,0,0,0,0
32660,32660,3,9,1,0,0,0,0,0,0,0,0
50434,50434,2,9,1,0,0,0,0,0,0,0,0
56728,56728,1,9,1,0,0,0,0,0,0,0,0
2943,2943,3,29,1,0,0,0,0,0,0,0,0
10402,10402,7,29,1,0,0,0,0,0,0,0,0
15013,15013,4,29,1,0,0,0,0,0,0,0,0
15355,15355,9,29,1,0,0,0,0,0,0,0,0
37360,37360,2,29,1,0,0,0,0,0,0,0,0
48778,48778,4,29,1,0,0,0,0,0,0,0,0
41761,41761,1,6,1,0,0,0,0,0,0,0,0
7073,7073,8,4,1,0,0,0,0,0,0,0,0
16711,16711,4,20,1,0,0,0,0,0,0,0,0
20071,20071,3,4,1,0,0,0,0,0,0,0,0
45205,45205,4,4,1,0,0,0,0,0,0,0,0
24826,24826,1,4,1,0,0,0,0,0,0,0,0
56999,56999,1,4,1,0,0,0,0,0,0,0,0
19081,19081,2,54,1,0,0,0,0,0,0,0,0
22498,22498,3,4,1,0,0,0,0,0,0,0,0
22948,22948,4,54,1,0,0,0,0,0,0,0,0
41043,41043,8,54,1,0,0,0,0,0,0,0,0
62437,62437,1,54,1,0,0,0,0,0,0,0,0
9523,9523,1,20,1,0,0,0,0,0,0,0,0
53454,53454,2,156,1,0,0,0,0,0,0,0,0
45496,45496,1,10,1,0,0,0,0,0,0,0,0
47075,47075,1,10,1,0,0,0,0,0,0,0,0
